id,phase,title,source,verify_command,expected_output,status,evidence_ref,owner_blocked
BR-512,5,Registry test: the 26 remaining EXECUTORS entries call their existing functions; billing claims read-only; cost fields null below manager rank,U-38;U-01;Gap-1;PMD-03;R-95;R-C01;R-C03;R-C02;R-C04,bun test --isolate src/lib/pipeline/executor-registry-u38.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 17.5s",no
BR-513,5,Trap test: create_drawing supersedes the prior drawing revision (isLatestVersion=false); create_mom calls createVeriMeeting not pms createMeeting,U-38;V7;M-A11-2;WO5.6;R-C02;R-C04,bun test --isolate src/lib/pipeline/executor-traps.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 4.1s",no
BR-514,5,[EXIT] 5.5 /api/mcp tools/list names only tools with a handleTool branch; each construction tool refuses a call that carries no person or role,U-39;U-15;U-01;U-20;WO5.5;Gap-3;C15;V1;V9;F-A11-4,bun test --isolate src/app/api/mcp/route.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-25 on main 77609102 (run_rows.ps1); exit 0, 2s; U-39 tests #1867, link-owner refusal #1868",no
BR-515,5,Scheduler bridge route test: a due schedule runs through runSubmission/EXECUTORS as the schedule owner (user id and role; no API key) and yields a proposal (PMD-05),U-40;Gap-9;C3;PMD-05;F-A03-6,bun test --isolate src/app/api/internal/scheduler-bridge/run/route.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 38.9s",no
BR-516,5,cron.job on verdian-ai: 1 job named projexa-scheduler-bridge and 0 jobs whose command calls an /api/internal/ route,U-40;U-41;C3;A1;F-A03-6;F-A07-4,"node scripts/verify/sql-assert.mjs --project ct --sql ""select (count(*) filter (where jobname = 'projexa-scheduler-bridge'))::text || '/' || (count(*) filter (where command like '%/api/internal/%'))::text from cron.job"" --equals 1/0","EXIT 0; stdout ""1/0""",pass,"SQL 2026-09-26 (Supabase MCP execute_sql on verdian-ai, the row's own query returned the expected value); exit 0, 1s",no
BR-517,5,Live scheduler-bridge run: >= 1 compliance.audit_logs row with details trigger=scheduler_bridge and non-null user_id and null api_key_id in the last 2 days,U-40;Gap-9;D-09;PMD-05,"node scripts/verify/sql-assert.mjs --project ct --sql ""select (count(*) > 0)::text from compliance.audit_logs where (case when pg_input_is_valid(details,'jsonb') then (details::jsonb)->>'trigger' end) = 'scheduler_bridge' and user_id is not null and api_key_id is null and created_at > now() - interval '2 days'"" --equals true","EXIT 0; stdout ""true""",blocked_owner,PMD-11 2026-09-25: Vercel locked; the bridge final hop runs in the deployed app,yes
BR-518,5,[EXIT] E-14 on main: compliance-tracker vercel.json has 1 cron and 0 */N schedules; projexa vercel.json has 0 crons,U-41;E-14;WO1.7;D-07;C2;PMD-11,"test ""$(gh api 'repos/FChecklist/compliance-tracker/contents/vercel.json?ref=main' --jq '.content|@base64d|fromjson|(.crons // []) as $c|""\($c|length)/\([$c[]|select(.schedule|startswith(""*/""))]|length)""')+$(gh api 'repos/FChecklist/projexa/contents/vercel.json?ref=main' --jq '.content|@base64d|fromjson|(.crons // [])|length')"" = ""1/0+0""",EXIT 0; stdout empty,pass,"PM run 2026-09-26 on main 11b4c43d (run_rows.ps1); exit 0, 2s",no
BR-519,5,Every CRON_PLACEMENT.csv row has its target disposition in both repos; 1 Vercel cron left across both vercel.json files (creates scripts/verify/cron-disposition.sh),U-41;E-14;E-01;E-05;PMD-12;F-A07-2;F-A07-5;M-A07-6;M-A10-5,bash scripts/verify/cron-disposition.sh,"EXIT 0; stdout last line ""undisposed=0 vercel_crons_both_repos=1""",pass,"PM run 2026-09-26 on main 11b4c43d (run_rows.ps1); exit 0, 48.3s",no
BR-520,5,[EXIT] 5.1 part A: 17 cells proven (6 record types other than boq_progress on s1-s3; billing_claim s3 excluded; boq_progress cells are BR-416) (creates scripts/verify/surface-cells.sh),U-42;WO5.1;D-08;PMD-19;PMD-20;F-A04-3;F-A04-5;M-A04-3;M-A04-6,"bash scripts/verify/surface-cells.sh --types daily_work_progress,rfi,punch_list,change_order,billing_claim,exception --surfaces s1,s2,s3 --exclude billing_claim:s3","EXIT 0; stdout last line ""proven=17 of 17""",pending,,no
BR-521,5,[EXIT] 5.1 part B: the 6 email-inbox cells (s4) of the record types other than boq_progress proven,U-42;U-30;U-31;WO5.1;WO4.1;PMD-06,"bash scripts/verify/surface-cells.sh --types daily_work_progress,rfi,punch_list,change_order,billing_claim,exception --surfaces s4","EXIT 0; stdout last line ""proven=6 of 6""",blocked_owner,PMD-06 2026-09-25: Resend inbound DNS is owner-only,yes
BR-522,5,"[EXIT] 5.1 part C: billing_claim cell on s3 proven under PMD-41: the AI link proposes a billing claim, a signed-in person with the billing role approves it through the link confirm step, and the claim row and its audit row (surface s3, that person as user) exist",U-42;U-38;WO5.1;R-95;PMD-41,bash scripts/verify/surface-cells.sh --cells billing_claim:s3,"EXIT 0; stdout last line ""proven=1 of 1""",pending,PMD-41 2026-09-25: owner decision (billing claims are proposals a person approves); the row returns to pending as register_part_5_notes.md item 4 allows,no
BR-523,5,AI work link endpoints on Supabase Edge pass the BR-229 conformance harness pointed at the Edge URL (detail rows BR-580..BR-599),U-46;U-45;U-43;U-18;PMD-16,bun test --isolate src/lib/ai-links/conformance.edge.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 67.9s",no
BR-524,5,[EXIT] Owner acceptance run: 9 AI families marked pass in AI_FAMILY_ACCEPTANCE.csv with one pasted link each,U-48;U-46;U-47,"test ""$(git grep -c -E '^(chatgpt|gemini|claude|deepseek|zai|copilot|microsoft_ai|email_ai|laptop_ai),pass,' -- ai-os/projexa-build-001/AI_FAMILY_ACCEPTANCE.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""9""",EXIT 0; stdout empty,blocked_owner,MERGE_MAP 2026-09-25: U-48 owner-blocked yes (real vendor accounts),yes
BR-525,5,"[MUTATION] 5 planted defects each make their phase-5 test fail, then the tree is restored (creates scripts/verify/p5-mutations.sh)",U-36;U-37;U-38;U-39;U-40;R74-RULING-03,bash scripts/verify/p5-mutations.sh,"EXIT 0; stdout last line ""caught=5 of 5 tree_clean=yes""",pass,"PM run 2026-09-26 on main 11b4c43d (run_rows.ps1); exit 0, 50.4s",no
BR-526,5,PMD-43 extraction spend cap: the projexa-document-extract handler records the tokens and estimated cost of each model call in the usage ledger and refuses with budget_exhausted once the recorded total reaches 1.00 USD,U-36;PMD-43;PMD-40,bun test --isolate src/lib/services/projexa-document-extract-budget.test.ts,"EXIT 0; output (stdout+stderr) contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 9.2s",no
BR-580,5,"Spike S-1 recorded 4 of 4 YES before any level-1 write: bundle size, CPU and wall time, unit tests, and the app_runtime function secret set once by the owner",U-46;U-43;S-1;PMD-26;A-07,"test ""$(git grep -c -E '^S-1 RESULT: 4/4 YES$' -- ai-os/projexa-build-001/AWL_SPIKE_S1.md | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0,blocked_owner,"PMD-26 2026-09-25: link writes need spike S-1, whose criterion 4 is one function secret only the owner can set",yes
BR-581,5,"Link function registry is generated from function-registry.ts and up to date, with exactly 10 functions on links and none of the excluded ones (AWL-S03 and AWL-S05 merged)",U-46;AWL-S03;AWL-S05,bun test --isolate scripts/gen-ai-link-registry.test.ts,"EXIT 0; output contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 3.1s",no
BR-582,5,"Function reads run in read-only executor mode: zero submission, pipeline_tasks, pill, chain, gap, memory or intent inserts (mutation: route a read through runDirectTask, test must fail)",U-46;U-43;AWL-S16;A-01;C-12;F-15,bun test --isolate src/lib/pipeline/execute-read.test.ts,"EXIT 0; output contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 19.2s",no
BR-583,5,"Link-written free text: 2,000-character cap, control characters removed, memory marked ai_link and fenced as data in internal prompts",U-46;U-47;AWL-S14;A-16;C-14;F-19,"bun test --isolate src/lib/pipeline/ai-link-text.test.ts && test ""$(git grep -c -E ""via === 'ai_link'"" -- src/lib/pipeline | awk -F: '{s+=$2} END {print (s>0)}')"" = ""1""","EXIT 0; output contains "" 0 fail""",pass,"PM run 2026-09-26 on main 3a1dcd83 (run_rows.ps1); exit 0, 16.3s",no
BR-584,5,[EXIT] Conformance harness against the Edge link with one real level-1 write and its replay: 24 of 24,U-46;U-45;AWL-H02,bash scripts/verify/awl-harness.sh full,"EXIT 0; stdout last line ""RESULT: 24 passed, 0 failed""",blocked_owner,"PMD-26 2026-09-25: link writes need spike S-1, whose criterion 4 is one function secret only the owner can set",yes
BR-585,5,"Every link write is attributed to a real compliance user and recorded with executor ai, with at least one write present (AWL-D07 and AWL-D09 merged; needs VERIFY_DATABASE_URL for a role not limited by RLS on compliance.submissions and compliance.pipeline_tasks, PMD-22)",U-46;U-20;AWL-D07;AWL-D09;D-09;F-12,"node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(*) >= 1 and count(*) filter (where not exists (select 1 from compliance.users u where u.id = s.user_id)) = 0 then 1 else 0 end from compliance.submissions s where s.via = 'ai_link'"" --equals 1 && node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(*) >= 1 and count(*) filter (where t.executor <> 'ai') = 0 then 1 else 0 end from compliance.pipeline_tasks t join compliance.submissions s on s.id = t.submission_id where s.via = 'ai_link'"" --equals 1","EXIT 0; stdout ""1"" twice",blocked_owner,"PMD-26 2026-09-25: link writes need spike S-1, whose criterion 4 is one function secret only the owner can set",yes
BR-586,5,"Internal AI never ran on link traffic: model_calls 0 and no level1_outcome of resolved or error, with at least one link submission present (refused and not_needed are the correct values; needs VERIFY_DATABASE_URL for a role not limited by RLS on compliance.submissions and compliance.pipeline_tasks, PMD-22)",U-43;U-49;AWL-D08;A-20;PMD-02,"node scripts/verify/sql-assert.mjs --project ct --sql ""select case when count(*) >= 1 and count(*) filter (where coalesce(model_calls, 0) <> 0 or level1_outcome in ('resolved', 'error')) = 0 then 1 else 0 end from compliance.submissions where via = 'ai_link'"" --equals 1","EXIT 0; stdout ""1""",blocked_owner,"PMD-26 2026-09-25: link writes need spike S-1, whose criterion 4 is one function secret only the owner can set",yes
BR-587,5,"Duplicate link mechanisms retired: the PROJEXA M4 public token route and the M5 plaintext lookup are gone (AWL-S08 and S09 merged; if M4 stays as the PMD-16 projection, its half is replaced by a projection test)",U-44;U-46;AWL-S08;AWL-S09;PMD-16,"test ""$(gh api 'repos/FChecklist/projexa/git/trees/main?recursive=1' --jq '[.tree[].path | select(. == ""src/app/api/ai/[token]/route.ts"")] | length')"" = ""0"" && test ""$(git grep -c -E 'eq\(dpdpAiLink\.token[,)]' -- src/lib/services/dpdp-ai-link-service.ts | awk -F: '{s+=$2} END {print s+0}')"" = ""0""",EXIT 0,pass,"PM run 2026-09-26 on main 1658a8b0 (compliance-tracker #1901 DPDP hash lookup, #1902 static pages check; projexa #325 M4 route removed); BR-496 against the live OD-3 host projexa-link-pages.pages.dev: AWL_STATIC pages=2 vercel_headers=0 confirm_code=2; exit 0, 1s",no
BR-588,5,"Owner acceptance, ChatGPT: OT-01 signed-out URL read, OT-02 composed URL, OT-03 Plus developer mode, OT-04 Business No-Auth app (capability only) recorded yes or no",U-48;OT-01;OT-02;OT-03;OT-04;R01,"test ""$(git grep -c -E '^OT-0[1-4],(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""4""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-589,5,"Owner acceptance, Gemini: OT-08 Gemini app URL read and OT-09 Gemini API url_context recorded yes or no",U-48;OT-08;OT-09;R02,"test ""$(git grep -c -E '^OT-0[89],(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""2""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-590,5,"Owner acceptance, Claude: OT-05 claude.ai web fetch and OT-06 custom connector recorded yes or no",U-48;OT-05;OT-06;R03,"test ""$(git grep -c -E '^OT-0[56],(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""2""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-591,5,"Owner acceptance, DeepSeek: OT-11 chat URL read and paste-card proposal recorded yes or no",U-48;OT-11;R04,"test ""$(git grep -c -E '^OT-11,(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-592,5,"Owner acceptance, Z.ai: OT-12 chat.z.ai login and URL read recorded yes or no",U-48;OT-12;R05,"test ""$(git grep -c -E '^OT-12,(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-593,5,"Owner acceptance, Copilot: OT-13 consumer Copilot URL read, signed out and signed in, recorded yes or no",U-48;OT-13;R06,"test ""$(git grep -c -E '^OT-13,(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-594,5,"Owner acceptance, Microsoft AI: OT-14 Copilot Studio Swagger import and MCP tool in the maker's own test chat recorded yes or no",U-48;OT-14;R07,"test ""$(git grep -c -E '^OT-14,(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-595,5,"Owner acceptance, AI in email: OT-15 Gmail Gemini or Outlook Copilot paste-card proposal passing /check recorded yes or no",U-48;OT-15;R08,"test ""$(git grep -c -E '^OT-15,(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-596,5,"Owner acceptance, AI on the laptop: OT-07 Claude Code, OT-10 Gemini CLI, OT-16 VS Code Copilot or Cursor, OT-17 ChatGPT desktop or Codex recorded yes or no",U-48;OT-07;OT-10;OT-16;OT-17;R09,"test ""$(git grep -c -E '^OT-(07|10|16|17),(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""4""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
BR-597,5,"Owner acceptance, shared connector: OT-18 second member's call through an admin-installed connector recorded yes (refused or attributed to that member) or no; until yes, such installs stay refused (T20)",U-48;OT-18;A-04;T20;PMD-26,"test ""$(git grep -c -E '^OT-18,(yes|no),[0-9]{4}-[0-9]{2}-[0-9]{2},' -- ai-os/projexa-build-001/AWL_OWNER_TESTS.csv | awk -F: '{s+=$2} END {print s+0}')"" = ""1""",EXIT 0,blocked_owner,PMD-24 OD-11 2026-09-25: needs the owner's own vendor accounts and plans,yes
